Description,Inside/Outside,Weapon,Latitude,Longitude,HourBin,cluster
AGG. ASSAULT,Inside,KNIFE,39.27904,-76.69493,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.27904,-76.69493,Evening,8
ROBBERY - STREET,Outside,KNIFE,39.29561,-76.63441,Evening,27
ROBBERY - STREET,Outside,OTHER,39.29561,-76.63441,Evening,41
COMMON ASSAULT,Inside,HANDS,39.25426,-76.65142,Evening,8
ROBBERY - STREET,Outside,KNIFE,39.31738,-76.67692,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.3056,-76.58786,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.30617,-76.61213,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.30617,-76.61213,Evening,9
COMMON ASSAULT,Inside,HANDS,39.36337,-76.58829,Evening,8
AGG. ASSAULT,Inside,OTHER,39.29758,-76.59087,Night,32
COMMON ASSAULT,Outside,HANDS,39.29213,-76.56942,Night,26
COMMON ASSAULT,Inside,HANDS,39.32764,-76.53765,Night,0
COMMON ASSAULT,Outside,HANDS,39.33704,-76.55326,Night,26
RAPE,Inside,OTHER,39.27233,-76.61166,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.31521,-76.63146,Night,0
COMMON ASSAULT,Inside,HANDS,39.30335,-76.63983,Night,0
COMMON ASSAULT,Inside,HANDS,39.3096,-76.6285,Night,0
COMMON ASSAULT,Inside,HANDS,39.33363,-76.60679,Night,0
COMMON ASSAULT,Inside,HANDS,39.30068,-76.62812,Night,0
COMMON ASSAULT,Outside,HANDS,39.29445,-76.58166,Morning,13
COMMON ASSAULT,Inside,HANDS,39.32423,-76.56637,Morning,1
AGG. ASSAULT,Inside,KNIFE,39.34523,-76.68153,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.35592,-76.57768,Morning,1
COMMON ASSAULT,Inside,HANDS,39.3031,-76.5479,Morning,1
COMMON ASSAULT,Inside,HANDS,39.29646,-76.6251,Morning,1
COMMON ASSAULT,Inside,HANDS,39.28825,-76.67602,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.34692,-76.59464,Afternoon,7
ROBBERY - STREET,Outside,FIREARM,39.29561,-76.68317,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.2983,-76.60012,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.30574,-76.64875,Afternoon,5
ROBBERY - STREET,Inside,KNIFE,39.25599,-76.63414,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.31213,-76.67687,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.28258,-76.64342,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.34552,-76.62217,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.3458,-76.66629,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.29643,-76.61829,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.28742,-76.67353,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.30647,-76.58079,Afternoon,7
AGG. ASSAULT,Inside,KNIFE,39.2859,-76.63034,Evening,12
AGG. ASSAULT,Inside,KNIFE,39.2859,-76.63034,Evening,12
COMMON ASSAULT,Inside,HANDS,39.30793,-76.63129,Evening,8
COMMON ASSAULT,Outside,HANDS,39.26347,-76.63368,Evening,11
AGG. ASSAULT,Outside,KNIFE,39.27648,-76.62549,Evening,17
AGG. ASSAULT,Inside,KNIFE,39.30743,-76.66565,Evening,12
COMMON ASSAULT,Outside,HANDS,39.30034,-76.61867,Evening,11
ROBBERY - STREET,Outside,KNIFE,39.31343,-76.61251,Evening,27
COMMON ASSAULT,Inside,HANDS,39.28856,-76.59363,Evening,8
COMMON ASSAULT,Outside,HANDS,39.31067,-76.63008,Night,26
ROBBERY - CARJACKING,Outside,FIREARM,39.31727,-76.57198,Night,-1
ROBBERY - STREET,Outside,OTHER,39.29565,-76.65045,Night,-1
COMMON ASSAULT,Outside,HANDS,39.28283,-76.68863,Night,26
COMMON ASSAULT,Outside,HANDS,39.28981,-76.60882,Night,26
AGG. ASSAULT,Outside,KNIFE,39.36125,-76.5537,Night,-1
COMMON ASSAULT,Outside,HANDS,39.36125,-76.5537,Night,-1
COMMON ASSAULT,Outside,HANDS,39.27678,-76.6144,Night,26
COMMON ASSAULT,Inside,HANDS,39.23026,-76.60566,Night,0
ROBBERY - STREET,Outside,FIREARM,39.28724,-76.58875,Night,2
ROBBERY - STREET,Outside,FIREARM,39.28724,-76.58875,Night,2
COMMON ASSAULT,Outside,HANDS,39.26035,-76.64292,Night,26
AGG. ASSAULT,Inside,KNIFE,39.31367,-76.62047,Night,36
AGG. ASSAULT,Inside,OTHER,39.28495,-76.63886,Night,32
ROBBERY - STREET,Outside,FIREARM,39.32389,-76.59278,Night,2
ROBBERY - STREET,Outside,FIREARM,39.32389,-76.59278,Night,2
ROBBERY - STREET,Outside,FIREARM,39.32389,-76.59278,Night,2
ROBBERY - STREET,Outside,FIREARM,39.32389,-76.59278,Night,2
ROBBERY - COMMERCIAL,Inside,FIREARM,39.26449,-76.65493,Morning,-1
AGG. ASSAULT,Inside,OTHER,39.32537,-76.59147,Morning,15
COMMON ASSAULT,Inside,HANDS,39.31644,-76.54328,Morning,1
ROBBERY - COMMERCIAL,Inside,FIREARM,39.29372,-76.68623,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.24355,-76.62415,Morning,1
COMMON ASSAULT,Outside,HANDS,39.29518,-76.66577,Morning,13
COMMON ASSAULT,Inside,HANDS,39.33469,-76.70172,Afternoon,7
ROBBERY - STREET,Outside,KNIFE,39.33751,-76.66297,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.3115,-76.62807,Afternoon,5
AGG. ASSAULT,Inside,OTHER,39.29558,-76.58411,Afternoon,22
COMMON ASSAULT,Inside,HANDS,39.35358,-76.59114,Evening,8
COMMON ASSAULT,Inside,HANDS,39.27859,-76.61703,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.33973,-76.69653,Evening,9
COMMON ASSAULT,Inside,HANDS,39.31588,-76.5754,Evening,8
COMMON ASSAULT,Inside,HANDS,39.33634,-76.55428,Evening,8
ROBBERY - RESIDENCE,Inside,FIREARM,39.33456,-76.67176,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.31791,-76.6487,Evening,8
COMMON ASSAULT,Outside,HANDS,39.28749,-76.59465,Evening,11
AGG. ASSAULT,Inside,HANDS,39.24647,-76.62886,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.29633,-76.5765,Evening,8
COMMON ASSAULT,Outside,HANDS,39.29976,-76.58666,Evening,11
COMMON ASSAULT,Outside,HANDS,39.30703,-76.6451,Evening,11
COMMON ASSAULT,Inside,HANDS,39.28111,-76.65602,Evening,8
COMMON ASSAULT,Inside,HANDS,39.30831,-76.58284,Evening,8
COMMON ASSAULT,Inside,HANDS,39.29479,-76.6554,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.31819,-76.61706,Evening,9
AGG. ASSAULT,Inside,OTHER,39.30976,-76.65042,Night,32
AGG. ASSAULT,Outside,OTHER,39.29215,-76.56755,Night,3
ROBBERY - RESIDENCE,Inside,FIREARM,39.32398,-76.68556,Night,-1
ROBBERY - RESIDENCE,Inside,FIREARM,39.32398,-76.68556,Night,-1
ROBBERY - RESIDENCE,Inside,FIREARM,39.32398,-76.68556,Night,-1
AGG. ASSAULT,Inside,FIREARM,39.30939,-76.60081,Night,70
COMMON ASSAULT,Inside,HANDS,39.29485,-76.57834,Night,0
COMMON ASSAULT,Outside,HANDS,39.30161,-76.64105,Morning,13
AGG. ASSAULT,Outside,KNIFE,39.30667,-76.62828,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.28659,-76.61204,Morning,1
COMMON ASSAULT,Inside,HANDS,39.31471,-76.64945,Morning,1
COMMON ASSAULT,Inside,HANDS,39.30211,-76.63072,Morning,1
AGG. ASSAULT,Inside,KNIFE,39.29379,-76.64966,Morning,44
COMMON ASSAULT,Outside,HANDS,39.3641,-76.59315,Morning,81
COMMON ASSAULT,Inside,HANDS,39.31216,-76.6062,Afternoon,7
ROBBERY - COMMERCIAL,Inside,FIREARM,39.28126,-76.65319,Afternoon,73
ROBBERY - COMMERCIAL,Inside,KNIFE,39.32432,-76.54078,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.3027,-76.6853,Afternoon,7
AGG. ASSAULT,Outside,OTHER,39.31003,-76.58585,Afternoon,16
COMMON ASSAULT,Inside,HANDS,39.29479,-76.65527,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31651,-76.57552,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31651,-76.57552,Afternoon,7
AGG. ASSAULT,Inside,KNIFE,39.3444,-76.54461,Afternoon,-1
AGG. ASSAULT,Outside,FIREARM,39.29012,-76.62958,Afternoon,31
AGG. ASSAULT,Outside,FIREARM,39.29012,-76.62958,Afternoon,31
AGG. ASSAULT,Inside,HANDS,39.31094,-76.64177,Afternoon,71
AGG. ASSAULT,Outside,OTHER,39.2915,-76.56552,Afternoon,16
AGG. ASSAULT,Inside,OTHER,39.30622,-76.63382,Afternoon,22
COMMON ASSAULT,Outside,HANDS,39.3378,-76.66512,Afternoon,5
ROBBERY - COMMERCIAL,Inside,FIREARM,39.29552,-76.58409,Afternoon,64
ROBBERY - STREET,Inside,FIREARM,39.29552,-76.58409,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.28169,-76.68381,Evening,8
COMMON ASSAULT,Inside,HANDS,39.30161,-76.64105,Evening,8
COMMON ASSAULT,Outside,HANDS,39.29905,-76.64017,Evening,11
COMMON ASSAULT,Inside,HANDS,39.30475,-76.60921,Evening,8
AGG. ASSAULT,Inside,KNIFE,39.32319,-76.57433,Evening,12
COMMON ASSAULT,Inside,HANDS,39.30273,-76.53831,Evening,8
COMMON ASSAULT,Inside,HANDS,39.30273,-76.53831,Evening,8
COMMON ASSAULT,Outside,HANDS,39.28161,-76.68862,Evening,11
AGG. ASSAULT,Outside,KNIFE,39.28877,-76.58961,Evening,17
AGG. ASSAULT,Inside,KNIFE,39.27822,-76.54104,Evening,-1
AGG. ASSAULT,Inside,OTHER,39.29736,-76.67533,Evening,18
AGG. ASSAULT,Inside,KNIFE,39.34171,-76.67353,Evening,12
ROBBERY - STREET,Outside,OTHER,39.29165,-76.61961,Evening,41
COMMON ASSAULT,Inside,HANDS,39.31413,-76.60732,Evening,8
ROBBERY - CARJACKING,Outside,FIREARM,39.22963,-76.60513,Evening,-1
AGG. ASSAULT,Inside,OTHER,39.29553,-76.58396,Evening,18
AGG. ASSAULT,Outside,OTHER,39.26646,-76.64443,Evening,10
ROBBERY - STREET,Outside,KNIFE,39.29098,-76.56443,Evening,27
COMMON ASSAULT,Inside,HANDS,39.27412,-76.61199,Evening,8
COMMON ASSAULT,Inside,HANDS,39.32996,-76.60364,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.27753,-76.60487,Evening,8
AGG. ASSAULT,Outside,OTHER,39.2856,-76.55651,Evening,10
AGG. ASSAULT,Outside,FIREARM,39.29483,-76.58137,Evening,21
AGG. ASSAULT,Outside,FIREARM,39.29483,-76.58137,Evening,21
ROBBERY - STREET,Outside,OTHER,39.28883,-76.55821,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.28,-76.5356,Night,0
AGG. ASSAULT,Inside,OTHER,39.28404,-76.68,Night,-1
COMMON ASSAULT,Inside,HANDS,39.23328,-76.59727,Night,0
ROBBERY - STREET,Outside,FIREARM,39.24649,-76.62503,Night,-1
AGG. ASSAULT,Inside,OTHER,39.29862,-76.57737,Night,32
AGG. ASSAULT,Inside,KNIFE,39.24329,-76.626,Night,-1
ROBBERY - STREET,Outside,FIREARM,39.22829,-76.5887,Morning,-1
AGG. ASSAULT,Inside,KNIFE,39.30667,-76.62828,Morning,44
AGG. ASSAULT,Inside,KNIFE,39.30667,-76.62828,Morning,44
COMMON ASSAULT,Inside,HANDS,39.33654,-76.554,Morning,1
COMMON ASSAULT,Outside,HANDS,39.30385,-76.54095,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.29758,-76.59087,Morning,1
COMMON ASSAULT,Inside,HANDS,39.33599,-76.69344,Morning,1
COMMON ASSAULT,Inside,HANDS,39.2945,-76.64906,Morning,1
COMMON ASSAULT,Inside,HANDS,39.31929,-76.6916,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.26303,-76.65377,Afternoon,7
ROBBERY - STREET,Outside,FIREARM,39.29349,-76.57301,Afternoon,6
COMMON ASSAULT,Inside,HANDS,39.29623,-76.67441,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31884,-76.58713,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.29395,-76.62117,Afternoon,5
ROBBERY - CARJACKING,Outside,FIREARM,39.29923,-76.57804,Afternoon,-1
AGG. ASSAULT,Outside,OTHER,39.34921,-76.68,Afternoon,16
COMMON ASSAULT,Inside,HANDS,39.32735,-76.58664,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.29858,-76.62437,Afternoon,5
AGG. ASSAULT,Inside,KNIFE,39.29518,-76.60179,Afternoon,23
COMMON ASSAULT,Outside,HANDS,39.30241,-76.59556,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.36101,-76.60022,Afternoon,7
AGG. ASSAULT,Inside,KNIFE,39.3054,-76.64447,Afternoon,23
COMMON ASSAULT,Inside,HANDS,39.28586,-76.55568,Afternoon,7
AGG. ASSAULT,Inside,OTHER,39.28826,-76.63214,Afternoon,22
COMMON ASSAULT,Inside,HANDS,39.32996,-76.60364,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.29712,-76.65242,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.30385,-76.66542,Evening,8
AGG. ASSAULT,Outside,OTHER,39.30653,-76.63254,Evening,10
COMMON ASSAULT,Outside,HANDS,39.32674,-76.5609,Evening,11
COMMON ASSAULT,Inside,HANDS,39.2831,-76.68761,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.30243,-76.55247,Evening,9
COMMON ASSAULT,Inside,HANDS,39.27945,-76.65942,Evening,8
ROBBERY - COMMERCIAL,Outside,FIREARM,39.23759,-76.60432,Evening,-1
AGG. ASSAULT,Inside,FIREARM,39.33733,-76.60835,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.29754,-76.64849,Evening,8
COMMON ASSAULT,Outside,HANDS,39.33288,-76.69329,Evening,11
COMMON ASSAULT,Inside,HANDS,39.33494,-76.67614,Evening,8
AGG. ASSAULT,Inside,OTHER,39.25427,-76.65149,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.34757,-76.67929,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.31426,-76.61685,Morning,14
COMMON ASSAULT,Inside,HANDS,39.29111,-76.60061,Night,0
AGG. ASSAULT,Inside,OTHER,39.22376,-76.58749,Night,-1
COMMON ASSAULT,Inside,HANDS,39.31119,-76.61155,Night,0
COMMON ASSAULT,Outside,HANDS,39.25289,-76.6522,Night,26
ROBBERY - STREET,Outside,FIREARM,39.29295,-76.62187,Night,2
ROBBERY - CARJACKING,Outside,FIREARM,39.33876,-76.68932,Night,-1
ROBBERY - STREET,Outside,OTHER,39.34543,-76.54254,Night,-1
AGG. ASSAULT,Inside,FIREARM,39.2916,-76.57547,Night,-1
COMMON ASSAULT,Inside,HANDS,39.28616,-76.59238,Night,0
ROBBERY - STREET,Outside,FIREARM,39.30942,-76.64177,Night,2
COMMON ASSAULT,Inside,HANDS,39.30601,-76.55786,Night,0
COMMON ASSAULT,Inside,HANDS,39.29975,-76.62159,Night,0
ROBBERY - STREET,Outside,FIREARM,39.29271,-76.62858,Morning,14
COMMON ASSAULT,Outside,HANDS,39.33814,-76.60523,Morning,13
COMMON ASSAULT,Outside,HANDS,39.29826,-76.57869,Morning,13
COMMON ASSAULT,Outside,HANDS,39.29826,-76.57869,Morning,13
COMMON ASSAULT,Inside,HANDS,39.32653,-76.54813,Morning,1
COMMON ASSAULT,Outside,HANDS,39.29092,-76.62242,Morning,13
ROBBERY - STREET,Outside,FIREARM,39.32015,-76.65387,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.32735,-76.58664,Afternoon,7
AGG. ASSAULT,Outside,OTHER,39.35176,-76.68345,Afternoon,16
COMMON ASSAULT,Inside,HANDS,39.29977,-76.68624,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.32898,-76.66028,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.31073,-76.62879,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.30347,-76.64318,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.35959,-76.60787,Afternoon,7
AGG. ASSAULT,Inside,OTHER,39.31023,-76.58859,Afternoon,22
COMMON ASSAULT,Outside,HANDS,39.29974,-76.61411,Afternoon,5
ROBBERY - STREET,Outside,OTHER,39.35351,-76.70627,Evening,-1
AGG. ASSAULT,Outside,FIREARM,39.28609,-76.64685,Evening,21
ROBBERY - STREET,Outside,FIREARM,39.284,-76.58265,Evening,9
COMMON ASSAULT,Inside,HANDS,39.28707,-76.6724,Evening,8
COMMON ASSAULT,Inside,HANDS,39.32011,-76.5536,Evening,8
COMMON ASSAULT,Inside,HANDS,39.29818,-76.57804,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.30177,-76.68547,Evening,9
COMMON ASSAULT,Inside,HANDS,39.34335,-76.66336,Evening,8
AGG. ASSAULT,Outside,KNIFE,39.28748,-76.56911,Evening,17
ROBBERY - STREET,Outside,KNIFE,39.28748,-76.56911,Evening,27
ROBBERY - RESIDENCE,Inside,FIREARM,39.29538,-76.57857,Night,-1
ROBBERY - STREET,Outside,FIREARM,39.29021,-76.59374,Night,2
AGG. ASSAULT,Outside,OTHER,39.29213,-76.56942,Night,3
AGG. ASSAULT,Outside,OTHER,39.29213,-76.56942,Night,3
AGG. ASSAULT,Inside,OTHER,39.28413,-76.58434,Night,32
AGG. ASSAULT,Inside,KNIFE,39.27835,-76.63621,Night,36
AGG. ASSAULT,Inside,HANDS,39.32461,-76.68652,Night,-1
ROBBERY - CARJACKING,Outside,KNIFE,39.27513,-76.64235,Night,-1
COMMON ASSAULT,Inside,HANDS,39.32166,-76.56542,Night,0
COMMON ASSAULT,Inside,HANDS,39.30521,-76.66811,Morning,1
COMMON ASSAULT,Inside,HANDS,39.23665,-76.60731,Morning,1
COMMON ASSAULT,Inside,HANDS,39.30595,-76.57843,Morning,1
AGG. ASSAULT,Outside,OTHER,39.28676,-76.65611,Morning,25
COMMON ASSAULT,Inside,HANDS,39.3124,-76.66544,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.33255,-76.58896,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.27275,-76.61155,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.36223,-76.58455,Afternoon,7
AGG. ASSAULT,Outside,HANDS,39.34345,-76.69249,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.32292,-76.54061,Afternoon,7
AGG. ASSAULT,Inside,OTHER,39.29046,-76.6137,Afternoon,22
ROBBERY - STREET,Outside,FIREARM,39.29405,-76.57493,Afternoon,6
AGG. ASSAULT,Outside,HANDS,39.29241,-76.61408,Afternoon,-1
ROBBERY - STREET,Outside,KNIFE,39.33097,-76.60891,Afternoon,-1
ROBBERY - STREET,Outside,KNIFE,39.30041,-76.59753,Afternoon,39
COMMON ASSAULT,Outside,HANDS,39.32032,-76.6882,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.30826,-76.62184,Afternoon,5
COMMON ASSAULT,Outside,HANDS,39.2619,-76.64666,Afternoon,5
ROBBERY - STREET,Outside,FIREARM,39.26777,-76.65892,Afternoon,-1
AGG. ASSAULT,Outside,KNIFE,39.29053,-76.6182,Afternoon,29
AGG. ASSAULT,Outside,KNIFE,39.29053,-76.6182,Afternoon,29
AGG. ASSAULT,Outside,KNIFE,39.29245,-76.61966,Afternoon,29
AGG. ASSAULT,Outside,FIREARM,39.32251,-76.60619,Afternoon,31
COMMON ASSAULT,Inside,HANDS,39.33452,-76.54472,Afternoon,7
AGG. ASSAULT,Inside,OTHER,39.33452,-76.54472,Afternoon,77
COMMON ASSAULT,Inside,HANDS,39.33452,-76.54472,Afternoon,7
COMMON ASSAULT,Outside,HANDS,39.30533,-76.65108,Afternoon,5
ROBBERY - COMMERCIAL,Inside,FIREARM,39.28994,-76.61382,Afternoon,59
AGG. ASSAULT,Outside,KNIFE,39.29924,-76.63457,Afternoon,29
COMMON ASSAULT,Inside,HANDS,39.31509,-76.63845,Evening,8
RAPE,Inside,OTHER,39.36143,-76.7093,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.27306,-76.53673,Evening,-1
AGG. ASSAULT,Outside,OTHER,39.30426,-76.6451,Evening,10
COMMON ASSAULT,Outside,HANDS,39.2935,-76.69257,Evening,11
COMMON ASSAULT,Inside,HANDS,39.33377,-76.53192,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.31639,-76.5433,Evening,9
COMMON ASSAULT,Inside,HANDS,39.2991,-76.6887,Evening,8
AGG. ASSAULT,Outside,FIREARM,39.29935,-76.57882,Evening,21
COMMON ASSAULT,Outside,HANDS,39.33048,-76.56674,Evening,11
ROBBERY - COMMERCIAL,Inside,FIREARM,39.29237,-76.57322,Evening,40
COMMON ASSAULT,Outside,HANDS,39.28078,-76.64888,Evening,11
COMMON ASSAULT,Outside,HANDS,39.28078,-76.64888,Evening,11
COMMON ASSAULT,Outside,HANDS,39.28483,-76.58741,Evening,11
COMMON ASSAULT,Outside,HANDS,39.31578,-76.65245,Evening,11
COMMON ASSAULT,Inside,HANDS,39.30071,-76.65364,Evening,8
AGG. ASSAULT,Outside,HANDS,39.32934,-76.69886,Evening,-1
AGG. ASSAULT,Inside,KNIFE,39.30343,-76.62265,Evening,12
ROBBERY - STREET,Outside,FIREARM,39.29168,-76.64709,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.28196,-76.61476,Night,2
ROBBERY - STREET,Outside,OTHER,39.28859,-76.59363,Night,-1
ROBBERY - STREET,Outside,FIREARM,39.31825,-76.6095,Night,2
COMMON ASSAULT,Inside,HANDS,39.3127,-76.58397,Night,0
COMMON ASSAULT,Inside,HANDS,39.32182,-76.54804,Night,0
COMMON ASSAULT,Inside,HANDS,39.31072,-76.62898,Night,0
COMMON ASSAULT,Inside,HANDS,39.36278,-76.55237,Night,0
COMMON ASSAULT,Inside,HANDS,39.30961,-76.65043,Night,0
COMMON ASSAULT,Inside,HANDS,39.3053,-76.65381,Morning,1
COMMON ASSAULT,Inside,HANDS,39.32473,-76.55074,Morning,1
ROBBERY - STREET,Outside,FIREARM,39.29131,-76.56895,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.29926,-76.626,Morning,1
COMMON ASSAULT,Outside,HANDS,39.29505,-76.56962,Morning,13
COMMON ASSAULT,Outside,HANDS,39.31056,-76.56423,Morning,13
COMMON ASSAULT,Outside,HANDS,39.31056,-76.56423,Morning,13
COMMON ASSAULT,Inside,HANDS,39.287,-76.59587,Morning,1
COMMON ASSAULT,Inside,HANDS,39.36071,-76.56052,Morning,1
ROBBERY - STREET,Outside,FIREARM,39.33362,-76.63446,Morning,-1
COMMON ASSAULT,Outside,HANDS,39.27553,-76.69208,Morning,-1
COMMON ASSAULT,Inside,HANDS,39.33902,-76.54004,Afternoon,7
AGG. ASSAULT,Outside,HANDS,39.28175,-76.63595,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.32709,-76.54881,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.31666,-76.63089,Afternoon,7
ROBBERY - STREET,Outside,FIREARM,39.25031,-76.62228,Afternoon,-1
ROBBERY - RESIDENCE,Inside,KNIFE,39.34523,-76.68153,Afternoon,-1
COMMON ASSAULT,Outside,HANDS,39.29786,-76.6401,Afternoon,5
AGG. ASSAULT,Outside,FIREARM,39.22991,-76.60087,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.28712,-76.64702,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.34945,-76.69033,Evening,8
AGG. ASSAULT,Outside,FIREARM,39.30486,-76.6691,Evening,21
ROBBERY - STREET,Outside,FIREARM,39.30552,-76.66552,Evening,9
ROBBERY - STREET,Outside,FIREARM,39.30552,-76.66552,Evening,9
ROBBERY - COMMERCIAL,Inside,FIREARM,39.36616,-76.5495,Evening,-1
COMMON ASSAULT,Inside,HANDS,39.28467,-76.61928,Evening,8
COMMON ASSAULT,Inside,HANDS,39.30288,-76.68637,Evening,8
COMMON ASSAULT,Inside,HANDS,39.29092,-76.62242,Evening,8
COMMON ASSAULT,Outside,HANDS,39.29711,-76.58364,Morning,13
AGG. ASSAULT,Outside,OTHER,39.3124,-76.61942,Afternoon,16
COMMON ASSAULT,Outside,HANDS,39.29004,-76.61797,Night,26
AGG. ASSAULT,Inside,OTHER,39.2881,-76.60459,Night,32
COMMON ASSAULT,Inside,HANDS,39.30033,-76.66251,Night,0
COMMON ASSAULT,Inside,HANDS,39.28828,-76.6544,Night,0
ROBBERY - COMMERCIAL,Outside,FIREARM,39.3307,-76.61496,Night,-1
RAPE,Inside,OTHER,39.30113,-76.61666,Night,-1
COMMON ASSAULT,Inside,HANDS,39.27415,-76.62791,Night,0
COMMON ASSAULT,Inside,HANDS,39.27415,-76.62791,Night,0
ROBBERY - STREET,Outside,FIREARM,39.34826,-76.67481,Night,2
ROBBERY - STREET,Outside,KNIFE,39.30742,-76.55634,Night,-1
COMMON ASSAULT,Outside,HANDS,39.29911,-76.57669,Night,26
AGG. ASSAULT,Inside,OTHER,39.30698,-76.64416,Night,32
ROBBERY - COMMERCIAL,Inside,FIREARM,39.36507,-76.55037,Night,-1
COMMON ASSAULT,Inside,HANDS,39.36698,-76.54983,Morning,1
ROBBERY - STREET,Outside,FIREARM,39.29298,-76.57189,Morning,-1
COMMON ASSAULT,Outside,HANDS,39.31131,-76.6135,Morning,13
AGG. ASSAULT,Inside,OTHER,39.306,-76.63449,Morning,15
ROBBERY - STREET,Outside,KNIFE,39.36468,-76.57156,Morning,-1
COMMON ASSAULT,Outside,HANDS,39.23692,-76.61184,Afternoon,5
COMMON ASSAULT,Inside,HANDS,39.29759,-76.5908,Afternoon,7
AGG. ASSAULT,Outside,KNIFE,39.33751,-76.66887,Afternoon,-1
COMMON ASSAULT,Inside,HANDS,39.2958,-76.61558,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.29881,-76.57731,Afternoon,7
AGG. ASSAULT,Inside,OTHER,39.33491,-76.60694,Afternoon,22
COMMON ASSAULT,Inside,HANDS,39.32011,-76.5536,Afternoon,7
COMMON ASSAULT,Inside,HANDS,39.31382,-76.64325,Afternoon,7
AGG. ASSAULT,Inside,OTHER,39.26647,-76.65156,Evening,18
AGG. ASSAULT,Inside,KNIFE,39.31219,-76.59282,Evening,12
ROBBERY - STREET,Outside,FIREARM,39.28576,-76.55203,Evening,9
COMMON ASSAULT,Inside,HANDS,39.34117,-76.66514,Evening,8
COMMON ASSAULT,Inside,HANDS,39.31519,-76.59549,Evening,8
ROBBERY - CARJACKING,Outside,FIREARM,39.33303,-76.55385,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.28225,-76.57122,Evening,9
AGG. ASSAULT,Inside,FIREARM,39.24365,-76.62245,Evening,-1
ROBBERY - STREET,Outside,FIREARM,39.31955,-76.55099,Evening,9
AGG. ASSAULT,Outside,FIREARM,39.30045,-76.57883,Evening,21
COMMON ASSAULT,Inside,HANDS,39.32537,-76.59169,Evening,8
ROBBERY - STREET,Outside,FIREARM,39.31874,-76.65284,Evening,9
COMMON ASSAULT,Inside,HANDS,39.28789,-76.65234,Evening,8
